title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Laserblast,1978,PG,2.5,"5,037",,103,44,85,"Horror, Sci-Fi",English,USA,1 March 1978 (USA),Selected Pictures,Color,"Alien creatures kill a mutated alien creature in the California desert. Its remains, and the high-tech laser gun and power source accidentally left behind, are found by an ostracized teenager. However, the power source causes the teenager to mutate too, and he goes on a murderous rampage.","https://ia.media-imdb.com/images/M/MV5BNDYzMGJhZTEtMzgwYS00MmMyLWExZWUtM2UwOGIyYzQ2NjdmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg",Michael Rae,"Kim Milford,Cheryl Smith,Gianni Russo,Ron Masak,Dennis Burkley,Barry Cutler,Mike Bobenko,Eddie Deezen,Keenan Wynn,Roddy McDowall,Rick Walters,Simmy Bow,Joanna Lipari,Wendy Wernli,Michael Barrere",,,,
Devil Fish,1984,R,2.4,"2,744",,52,31,90,"Action, Horror, Thriller",Italian,Italy,14 November 1986 (USA),National Cinematografica,Color,"Several boats are torn apart, badly wrecked corpses are washed ashore... something horrible is out in the Caribbean sea. The teeth marks on the bodies don't lead to any known animal, so scientist Dr. Stella Dickens suspects it's a so far unknown life form and strives to catch it alive. She doesn't know yet that ruthless scientists have genetically created this creature as a bioweapon, or that it has been designed to reproduce by asexual means. And that the company she works for created the creature and will stop at nothing to keep their secret.","https://ia.media-imdb.com/images/M/MV5BMTcwNDQ4NTc2N15BMl5BanBnXkFtZTgwOTEzMjAxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Lamberto Bava,"Michael Sopkiw,Valentine Monnier,Gianni Garko,William Berger,Iris Peynado,Lawrence Morgant,Cinzia de Ponti,Paul Branco,Dagmar Lassander",,,,
I Accuse My Parents,1944,Approved,2.3,"2,559",,42,3,68,"Crime, Drama",English,USA,4 November 1944 (USA),Alexander-Stern Productions, Black and White,"Ignored by his alcoholic parents, Jimmy Wilson starts hanging around with some shady characters. After falling in love with a lounge singer, Jimmy tries to impress her by doing jobs for her shady boss. After one of these jobs goes bad, Jimmy ends up on the run. Eventually, he must confront the truth, his past, and his parents.","https://ia.media-imdb.com/images/M/MV5BY2Q1ODg4NDctNjkyMC00MTE5LTg1YjItZTlkZWY4Nzc1ZTI2XkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_UX182_CR0,0,182,268_AL_.jpg",Sam Newfield,"Robert Lowell,Mary Beth Hughes,John Miljan,Vivienne Osborne,George Meeker,Edward Earle,George Lloyd,Patricia Knox,Florence Johnson,Richard Bartell",,,,
Ed,1996,PG,2.6,"7,670",,38,16,94,"Comedy, Family, Sport",English,USA,15 March 1996 (USA),Longview Entertainment,Color,"Farm boy Jack Cooper is drafted into the minor league Santa Rosa Rockets as a pitcher because of his rocket arm. He being drafted is despite he not having organized baseball experience at any level. He is nicknamed ""Deuce"" by his fellow players as the two finger signal is the catcher's sign to throw a curve ball, Coop's favorite and most killer pitch. But in the early going, Coop demonstrates that he chokes under pressure as throwing his famous curve ball usually results in an out-of-the-park home run. Kirby, the son of the team owner, purchases a chimpanzee as the team mascot, who the team members name Ed Sullivan. The coach, Chubb, ""decides"" that Ed will room with Coop, a move not without ulterior motives. Ed ends up being an overgrown kid in mentality, which makes him a pain for Coop to manage, leading to one misadventure after another for the pair. Ed not only is a fan of baseball, but has a rocket arm of his own. As such, Chubb also decides to use Ed as a player at third base, a ...","https://ia.media-imdb.com/images/M/MV5BZDZjZmEyOGEtNDliOS00M2EwLWEwN2UtYzdkYzNhZTRlYjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Bill Couturié,"Matt LeBlanc,Gene Ross,Paul Hewitt,Sage Allen,Stan Ivar,Jim O'Heir,Rick Johnson,Valente Rodriguez,Jack Warden,Bill Cobbs,Leonard Kelly-Young,Jayne Brook,Patrick Kerr,Jim Caviezel,Troy Evans","$24,000,000",,"$6,288,000",
Survival Island,2002,R,2.4,"3,742",,95,23,,"Horror, Thriller",English,USA,14 June 2002 (USA),,Color,Teens trapped on an island are haunted by a demon hidden inside...a pinata.,"https://ia.media-imdb.com/images/M/MV5BMTIwNDk5MjA2OF5BMl5BanBnXkFtZTcwNjU0NjIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",David Hillenbrand,"Nicholas Brendon,Jaime Pressly,Eugene Byrd,Casey Fallo,Nate Richert,Garrett Wang,Lara Wickes,Ed Gale,Julia Mendoza,Aeryk Egan,Daphne Duplaix,Robert Tena,Tressa DiFiglia,Syante Villa,Manny Twofeathers",,,,
10x10,2018,,4.8,642,100,6,8,88,Thriller,English,UK,13 April 2018 (USA),Unstoppable Entertainment,Color,"Lewis (Luke Evans) is an outwardly ordinary guy, but in reality he is hiding an obsession - revenge - against Cathy (Kelly Reilly). Lewis kidnaps Cathy in broad daylight and takes her to his home, where he locks her in a soundproof cell and attempts to extract a dark secret from her past.","https://ia.media-imdb.com/images/M/MV5BNDc1MTk3NDIzOF5BMl5BanBnXkFtZTgwNzUxNDIyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Suzi Ewing,"Luke Evans,Kelly Reilly,Noel Clarke,Olivia Chenery,Jill Winternitz,Ruby Bustamante,Jason Maza,Skye Lucia Degruttola,Benjamin Hoetjes,Keila J. Brown,Hilary Agostini,John Michael Morris,Jackson Kai,Stacy Hall,Christian Meier",,,,
Super Troopers 2,2018,R,6.4,144,99,3,5,,"Comedy, Crime, Mystery",English,USA,20 April 2018 (USA),Broken Lizard Industries,Color,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.","https://ia.media-imdb.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UY268_CR16,0,182,268_AL_.jpg",Jay Chandrasekhar,"Seann William Scott,Clifton Collins Jr.,Steve Lemme,Erik Stolhanske,Jay Chandrasekhar,Paul Soter,Damon Wayans Jr.,Kevin Heffernan,Brian Cox,Marisa Coughlan,Bruce McCulloch,Lynda Carter,Rob Lowe,Hayes MacArthur,Tyler Labine",,,,
Sherlock Gnomes,2018,PG,4.7,"1,502",98,32,38,86,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",English,UK,23 March 2018 (USA),Metro-Goldwyn-Mayer (MGM),Color,"Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.","https://ia.media-imdb.com/images/M/MV5BMTk4NzU3NzU2NV5BMl5BanBnXkFtZTgwNDc4NTI3NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",John Stevenson,"Kelly Asbury,Mary J. Blige,Emily Blunt,Julio Bonet,Gary Bradbury,Michael Caine,Gang Chi,Rosalie Craig,Jamie Demetriou,Johnny Depp,Chiwetel Ejiofor,Dexter Fletcher,Steve Hamilton Shaw,Leyla Hobart,James Hong","$59,000,000","$10,604,774","$37,747,657,","$53,775,523,"
Fifty Shades Freed,2018,R,4.4,"21,827",97,129,152,105,"Drama, Romance, Thriller",English,USA,9 February 2018 (USA),Universal Pictures,Color,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","https://ia.media-imdb.com/images/M/MV5BODI2ZmM5MzMtOWZiMC00ZGE3LTk3MWEtY2U0ZjE3ZWJlNDEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",James Foley,"Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,Rita Ora,Luke Grimes,Victor Rasuk,Max Martini,Jennifer Ehle,Marcia Gay Harden,Bruce Altman,Arielle Kebbel,Callum Keith Rennie,Robinne Lee,Brant Daugherty","$55,000,000","$38,560,195","$100,407,760","$368,307,760"
Atomic Blonde,2017,R,6.7,"117,373",96,496,417,115,"Action, Mystery, Thriller",English,Germany,28 July 2017 (USA),87Eleven,Color,"The crown jewel of Her Majesty's Secret Intelligence Service, Agent Lorraine Broughton (Theron) is equal parts spycraft, sensuality and savagery, willing to deploy any of her skills to stay alive on her impossible mission. Sent alone into Berlin to deliver a priceless dossier out of the destabilized city, she partners with embedded station chief David Percival (James McAvoy) to navigate her way through the deadliest game of spies.","https://ia.media-imdb.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_UX182_CR0,0,182,268_AL_.jpg",David Leitch,"Charlize Theron,James McAvoy,Eddie Marsan,John Goodman,Toby Jones,James Faulkner,Roland Møller,Sofia Boutella,Bill Skarsgård,Sam Hargrave,Jóhannes Haukur Jóhannesson,Til Schweiger,Barbara Sukowa,Attila C. Arpa,Martin Angerbauer","$30,000,000","$18,286,420","$51,573,925,","$73,658,045,"
Aquaman,2018,",",,,95,,,,"Action, Adventure, Sci-Fi",English,USA,21 December 2018 (USA),DC Comics,Color,"Arthur Curry learns that he is the heir to the underwater kingdom of Atlantis, and must step forward to lead his people and to be a hero to the world.","https://ia.media-imdb.com/images/M/MV5BYjk3ZjZmYzQtMjgyYS00YmQ0LWFhMTQtODBmYzE4ZjA0Y2EzXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",James Wan,"Jason Momoa,Amber Heard,Nicole Kidman,Patrick Wilson,Willem Dafoe,Dolph Lundgren,Graham McTavish,Michael Beach,Yahya Abdul-Mateen II,Temuera Morrison,Randall Park,Ludi Lin,Tahlia Jade Holt,Alice Lanesbury,Patrick Cox","$160,000,000",,,
Father Figures,2017,R,5.3,"5,521",94,40,53,113,Comedy,English,USA,22 December 2017 (USA),Alcon Entertainment,Color,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.","https://ia.media-imdb.com/images/M/MV5BMjA3MDQ4MDI1M15BMl5BanBnXkFtZTgwMDYxMjcxNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Lawrence Sher,"Robert Jon Mello,Ed Helms,Retta,Zachary Haven,Mary Grill,Glenn Close,Ann McKenzie,Owen Wilson,Jessica Gomes,Harry Shearer,Sarah Skeist,Jo Helton,Terry Bradshaw,Debra Stipe,Ving Rhames",,"$3,287,451","$17,501,244,","$21,800,003,"
Wind River,2017,R,7.8,"118,555",93,374,330,107,"Crime, Drama, Mystery, Thriller",English,UK,18 August 2017 (USA),Acadia Entertainment,Color,"East of Boulder Flats, deep into the vast and unforgiving white territory of the Wind River Indian Reservation, the seasoned game tracker, Cory Lambert, discovers the frozen body of the young Native American, Natalie. As this is a federal crime, the F.B.I. dispatches the inexperienced but courageous agent Jane Banner to lead the investigation, however, the unprepared outsider will soon team up with Cory to unravel the mystery of Natalie's murder. Before long, Cory will inevitably have to face his own past, while at the same time, both he and Jane are thirsting to see justice done. In the end, will this be a fruitful alliance?","https://ia.media-imdb.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_UX182_CR0,0,182,268_AL_.jpg",Taylor Sheridan,"Kelsey Asbille,Jeremy Renner,Julia Jones,Teo Briones,Apesanahkwat,Graham Greene,Elizabeth Olsen,Tantoo Cardinal,Eric Lange,Gil Birmingham,Althea Sam,Tokala Black Elk,Martin Sensmeier,Tyler Laracca,Shayne J. Cullen","$11,000,000","$161,558","$33,800,859,",
Wildling,2018,R,6.0,"2,188",92,20,35,92,"Fantasy, Horror",English,USA,13 April 2018 (Canada),Maven Pictures,Color,"Anna spends her entire childhood under the care of a mysterious man she only knows as Daddy. He keeps her locked in an attic making her fear the Wildling, a child-eating monster that roams the outside. At age 16, Anna is freed by small-town sheriff Ellen Cooper who helps her start a new life as a normal teenager. But as Anna's body begins to blossom, her childhood nightmares return with a vengeance, leading to the conclusion of a terrifying secret.","https://ia.media-imdb.com/images/M/MV5BODU2MTg2M2QtN2NmNi00NjNjLWJjYzMtYTQwNjRlY2FmYzEwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg",Fritz Böhm,"Liv Tyler,Brad Dourif,Bel Powley,James Le Gros,Mike Faist,Collin Kelly-Sordelet,Kelly Lamor Wilson,Julia Rusatsky,Troy Ruptash,Charlotte Ubben,Frank Deal,Patrick M. Walsh,Bhavesh Patel,Trevor E. Dickerson,Brian Donahue",,,,
6 Balloons,2018,,5.8,"1,096",91,9,20,74,Drama,English,USA,6 April 2018 (USA),Campfire,Color,A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,"https://ia.media-imdb.com/images/M/MV5BMTY1MjgyODM5NF5BMl5BanBnXkFtZTgwNTk2NzIwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Marja-Lewis Ryan,"Abbi Jacobson,Dave Franco,Charlotte Carel,Madeline Carel,Jane Kaczmarek,Dawan Owens,Tim Matheson,Jen Tullock,Maya Erskine,Heidi Sulzman,Tahmus Rounds,Lisa Berman,Felicia Dupuch,Lindsay Rae Haun,Vesna Saal",,,,
Lost in Space,1998,PG-13,5.1,"63,461",90,384,104,130,"Action, Adventure, Family, Sci-Fi, Thriller",English,USA,3 April 1998 (USA),New Line Cinema,Color,"In the year 2058, the Earth will soon be uninhabitable after the irreversible effects of pollution and global warming! Professor John Robinson, lead scientist of the Jupiter 2 Mission, will lead his family to the habitable planet Alpha Prime to prep it for colonization. The Jupiter 2 is equipped with a hyperdrive that allows faster-than-light travel, which will eventually be employed to evacuate the citizens of Earth. However hypergates must be constructed on Earth and Alpha Prime to provide stable points of departure and arrival. Dr. Zachary Smith is bribed by a terrorist organization to sabotage the mission, and ends up an unwilling stowaway as the ship blasts off.","https://ia.media-imdb.com/images/M/MV5BMTkwNzEyNTgyN15BMl5BanBnXkFtZTcwODk4NTU0Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",Stephen Hopkins,"William Hurt,Mimi Rogers,Heather Graham,Lacey Chabert,Jack Johnson,Gary Oldman,Matt LeBlanc,Jared Harris,Mark Goddard,Lennie James,Marta Kristen,June Lockhart,Edward Fox,Adam Sims,Angela Cartwright","$80,000,000","$20,154,919","$69,117,629","$136,159,423"
Captain America: Civil War,2016,PG-13,7.8,"486,090",89,"1,247",622,147,"Action, Adventure, Sci-Fi",English,USA,6 May 2016 (USA),Marvel Studios,Color,"With many people fearing the actions of super heroes, the government decides to push for the Hero Registration Act, a law that limits a hero's actions. This results in a division in The Avengers. Iron Man stands with this Act, claiming that their actions must be kept in check otherwise cities will continue to be destroyed, but Captain America feels that saving the world is daring enough and that they cannot rely on the government to protect the world. This escalates into an all-out war between Team Iron Man (Iron Man, Black Panther, Vision, Black Widow, War Machine, and Spider-Man) and Team Captain America (Captain America, Bucky Barnes, Falcon, Scarlet Witch, Hawkeye, and Ant Man) while a new villain emerges.","https://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",Anthony Russo,"Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Don Cheadle,Jeremy Renner,Chadwick Boseman,Paul Bettany,Elizabeth Olsen,Paul Rudd,Emily VanCamp,Tom Holland,Daniel Brühl,Frank Grillo","$250,000,000","$179,139,142","$408,084,349","$1,153,304,495"
The Thing,1982,R,8.1,"305,315",708,973,302,109,"Horror, Mystery, Sci-Fi",English,USA,25 June 1982 (USA),Universal Pictures,Color,"A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.","https://ia.media-imdb.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",John Carpenter,"Kurt Russell,Wilford Brimley,T.K. Carter,David Clennon,Keith David,Richard Dysart,Charles Hallahan,Peter Maloney,Richard Masur,Donald Moffat,Joel Polis,Thomas G. Waites,Norbert Weisser,Larry Franco,Nate Irwin","$15,000,000","$3,107,897","$13,782,838",
Rebecca,1940,Not Rated,8.2,"103,380","3,409",301,169,130,"Drama, Mystery, Romance, Thriller",English,USA,12 April 1940 (USA),Selznick International Pictures, Black and White,"A shy ladies' companion, staying in Monte Carlo with her stuffy employer, meets the wealthy Maxim de Winter. She and Max fall in love, marry and return to Manderley, his large country estate in Cornwall. Max is still troubled by the death of his first wife, Rebecca, in a boating accident the year before. The second Mrs. de Winter clashes with the housekeeper, Mrs. Danvers, and discovers that Rebecca still has a strange hold on everyone at Manderley.","https://ia.media-imdb.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg",Alfred Hitchcock,"Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce,Reginald Denny,C. Aubrey Smith,Gladys Cooper,Florence Bates,Melville Cooper,Leo G. Carroll,Leonard Carey,Lumsden Hare,Edward Fielding,Philip Winter","$1,288,000",,,
Butch Cassidy and the Sundance Kid,1969,PG,8.1,"175,563","2,209",343,100,110,"Biography, Crime, Drama, Western",English,USA,24 October 1969 (USA),Twentieth Century Fox,Color,"Butch and Sundance are the two leaders of the Hole-in-the-Wall Gang. Butch is all ideas, Sundance is all action and skill. The west is becoming civilized, and when Butch and Sundance rob a train once too often, a special posse begins trailing them no matter where they run. Over rocks, through towns, across rivers, the group is always just behind them. When they finally escape through sheer luck, Butch has another idea, ""Let's go to Bolivia"". Based on the exploits of the historical characters.","https://ia.media-imdb.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",George Roy Hill,"Paul Newman,Robert Redford,Katharine Ross,Strother Martin,Henry Jones,Jeff Corey,George Furth,Cloris Leachman,Ted Cassidy,Kenneth Mars,Donnelly Rhodes,Jody Gilbert,Timothy Scott,Don Keefer,Charles Dierkop","$6,000,000",,"$102,308,889",
