title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Spirited Away,2001,PG,8.6,"505,281",384,968,264,125,"Animation, Adventure, Family, Fantasy, Mystery",Japanese,Japan,28 March 2003 (USA),Tokuma Shoten,Color,"Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse ...","https://ia.media-imdb.com/images/M/MV5BOGJjNzZmMmUtMjljNC00ZjU5LWJiODQtZmEzZTU0MjBlNzgxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hayao Miyazaki,"Rumi Hiiragi,Miyu Irino,Mari Natsuki,Takashi Naitô,Yasuko Sawaguchi,Tatsuya Gashûin,Ryûnosuke Kamiki,Yumi Tamai,Yô Ôizumi,Koba Hayashi,Tsunehiko Kamijô,Takehiko Ono,Bunta Sugawara,Shigeru Wakita,Shirô Saitô","$19,000,000","$449,839","$10,055,859","$274,925,095"
Fantastic Mr. Fox,2009,PG,7.8,"162,717",343,268,341,87,"Animation, Adventure, Comedy, Crime, Family",English,USA,25 November 2009 (USA),Twentieth Century Fox,Color,"This is the story of Mr. Fox and his wild-ways of hen heckling, turkey taking and cider sipping, nocturnal, instinctive adventures. He has to put his wild days behind him and do what fathers do best: be responsible. He is too rebellious. He is too wild. He is going to try ""just one more raid"" on the three nastiest, meanest farmers that are Boggis, Bunce and Bean. It is a tale of crossing the line of family responsibilities and midnight adventure and the friendships and awakenings of this country life that is inhabited by Fantastic Mr. Fox and his friends.","https://ia.media-imdb.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Wes Anderson,"George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Wallace Wolodarsky,Eric Chase Anderson,Michael Gambon,Willem Dafoe,Owen Wilson,Jarvis Cocker,Wes Anderson,Karen Duffy,Robin Hurlstone,Hugo Guinness,Helen McCrory","$40,000,000","$265,900","$21,002,919,","$46,471,023,"
Trolls,2016,PG,6.5,"56,121",332,149,177,92,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,USA,4 November 2016 (USA),DreamWorks Animation,Color,"From the creators of Shrek comes the most smart, funny, irreverent animated comedy of the year, DreamWorks' Trolls. This holiday season, enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comically pessimistic Bergens, who are only happy when they have trolls in their stomach. Featuring original music from Justin Timberlake, and soon-to-be classic mash-ups of songs from other popular artists, the film stars the voice talents of Anna Kendrick, Justin Timberlake, Russell Brand, James Corden, Kunal Nayyar, Ron Funches, Icona Pop, Gwen Stefani, and many more. DreamWorks' TROLLS is a fresh, broad comedy filled with music, heart and hair-raising adventures. In November of 2016, nothing can prepare you for our new Troll world.","https://ia.media-imdb.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Mike Mitchell,"Anna Kendrick,Justin Timberlake,Zooey Deschanel,Christopher Mintz-Plasse,Christine Baranski,Russell Brand,Gwen Stefani,John Cleese,James Corden,Jeffrey Tambor,Ron Funches,Aino Jawo,Caroline Hjelt,Kunal Nayyar,Quvenzhané Wallis","$125,000,000","$46,581,142","$153,707,064","$346,864,462"
Star vs. the Forces of Evil            ,,TV-Y7,8.2,"6,439",337,59,2,23,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,USA,2015 (USA),Daron Nefcy Productions,Color,"An interdimensional princess, from the kingdom of Mewni, named Star Butterfly is sent to a new dimension, the Earth dimension, to learn how to use her newest possession, the royal family wand, and she finds help along the way meeting an Earth boy named Marco Diaz, and she lives with Marco and his parents causing all kinds of interdimensional mischief.","https://ia.media-imdb.com/images/M/MV5BODBkZWI3MmItMWU2ZC00M2FhLTk1YWQtNjU5YzI0NzI0NmIxXkEyXkFqcGdeQXVyNzA0MTM4NjM@._V1_UY268_CR0,0,182,268_AL_.jpg",Daron Nefcy,"Eden Sher,Adam McArthur,Grey DeLisle,Daron Nefcy,Alan Tudyk,Jeff Bennett,Dominic Bisignano,Mark Gagliardi,Fred Tatasciore",,,,
American Dad!            ,,TV-14,7.4,"98,375",332,111,25,22,"Animation, Comedy",English,USA,2005 (USA),20th Century Fox Television,Color,"Stan Smith, who works for the C.I.A. and is constantly on the alert for terrorist activity, will go to extremes to protect his beloved America from harm; as evidenced by the terror-alert color code on his fridge, and his frequent knee-jerk reaction of shooting holes in the toaster whenever the toast pops up. In addition to Stan's wife and teenage children, the Smith household has two rather unconventional members. There's Roger, the sarcastic space alien who rescued Stan from Area 51, who deeply resents the fact that he's not allowed to leave the house, and therefore, has been reduced to drinking wine and smoking cigarettes, and Klaus, a lascivious, German-speaking goldfish; the result of a C.I.A. experiment gone seriously wrong, where the C.I.A. tried to give a fish a German man's brain. Stan's son is a dorky teenager who tries to be cool. His wife has had a past life of sex and drugs.","https://ia.media-imdb.com/images/M/MV5BNDRkOWIyOTUtMjg5YS00OTJjLTgwNGYtMjgxMTA0NWQ2NGI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Mike Barker,"Seth MacFarlane,Wendy Schaal,Dee Bradley Baker,Scott Grimes,Rachael MacFarlane,Mike Barker",,,,
Attack on Titan            ,,TV-14,8.8,"94,049",330,185,36,24,"Animation, Action, Adventure, Drama, Fantasy, Horror",Japanese,Japan,April 2013 (Japan),Wit Studio,Color,"2000 years from now, humans are nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a colossal titan that appears out of thin air. As the smaller titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single titan and take revenge for all of mankind.","https://ia.media-imdb.com/images/M/MV5BMTY5ODk1NzUyMl5BMl5BanBnXkFtZTgwMjUyNzEyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Yûki Kaji,"Yûki Kaji,Marina Inoue,Josh Grelle,Bryce Papenbrook,Yui Ishikawa,Trina Nishimura,Hiro Shimono,Kishô Taniyama,Yoshimasa Hosoya,Clifford Chapin,Daisuke Ono,Yû Kobayashi,Mike McFarland,Ashly Burch,Robert McCollum,Hiroshi Kamiya,J. Michael Tatum,Romi Pak,Shigeyuki Susaki,Matthew Mercer,Shiori Mikami,Bryn Apprill,Jessica Calvello,Ryôta Ôsaka",,,,
One Punch Man            ,,TV-PG,9.0,"61,552",320,110,14,24,"Animation, Action, Comedy, Sci-Fi",Japanese,Japan,1 October 2015 (Japan),Asatsu,Color,"In a world of superhuman beings, Saitama is a unique hero, he can defeat enemies with a single punch. But being just one hero in a world filled with them, his life is empty and hollow: he gets no respect from anyone, he displays a laidback attitude to everything and for the most part, he finds his overall hero life pointless... and worst of all, he lost his hair due to intense training. These are the adventures of an ordinary yet extraordinary hero.","https://ia.media-imdb.com/images/M/MV5BMzQxMzE5NzM2NV5BMl5BanBnXkFtZTgwMDQ4NTUyNzE@._V1_UY268_CR2,0,182,268_AL_.jpg",Makoto Furukawa,"Makoto Furukawa,Max Mittelman,Kaito Ishikawa,Zach Aguilar,Yôji Ueda,Shin'ya Hamazoe,Yoshiaki Hasegawa,Shôta Yamamoto,Hiroki Gotô,Marc Diraison,Landon McDonald,Kanami Satô,Kaede Yuasa,Kyle Hebert,Hiromichi Tezuka,Xanthe Huynh,Chris Cason",,,,
Inside Out,2015,PG,8.2,"476,515",302,865,567,95,"Animation, Adventure, Comedy, Drama, Family, Fantasy",English,USA,19 June 2015 (USA),Pixar Animation Studios,Color,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.","https://ia.media-imdb.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Pete Docter,"Amy Poehler,Phyllis Smith,Richard Kind,Bill Hader,Lewis Black,Mindy Kaling,Kaitlyn Dias,Diane Lane,Kyle MacLachlan,Paula Poundstone,Bobby Moynihan,Paula Pell,Dave Goelz,Frank Oz,Josh Cooley","$175,000,000","$90,440,272","$356,461,711","$857,611,174"
Sunset Boulevard,1950,Not Rated,8.5,"165,261",723,494,212,110,"Drama, Film-Noir",English,USA,29 September 1950 (Australia),Paramount Pictures, Black and White,"In Hollywood of the 50's, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown to work in an office. While trying to escape from his creditors, he has a flat tire and parks his car in a decadent mansion in Sunset Boulevard. He meets the owner and former silent-movie star Norma Desmond, who lives alone with her butler and driver Max Von Mayerling. Norma is demented and believes she will return to the cinema industry, and is protected and isolated from the world by Max, who was her director and husband in the past and still loves her. Norma proposes Joe to move to the mansion and help her in writing a screenplay for her comeback to the cinema, and the small-time writer becomes her lover and gigolo. When Joe falls in love for the young aspirant writer Betty Schaefer, Norma becomes jealous and completely insane and her madness leads to a tragic end.","https://ia.media-imdb.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Billy Wilder,"William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Fred Clark,Lloyd Gough,Jack Webb,Franklyn Farnum,Larry J. Blake,Charles Dayton,Cecil B. DeMille,Hedda Hopper,Buster Keaton,Anna Q. Nilsson,H.B. Warner","$1,752,000",,"$2,350,000,","$5,000,000,"
Wonderstruck,2017,PG,6.3,"4,976",299,42,159,116,"Drama, Family, Mystery",Spanish,USA,20 October 2017 (USA),Amazon Studios,Color,"Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress who's life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.","https://ia.media-imdb.com/images/M/MV5BMjM3NjY0MTYwM15BMl5BanBnXkFtZTgwMDI5NzA2MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Todd Haynes,"Millicent Simmonds,Julianne Moore,Cory Michael Smith,James Urbaniak,Damian Young,Patrick Murney,Lauren Ridloff,Anthony Natale,Carole Addabbo,Howard Seago,Brian Berrebbi,John P. McGinty,Mark A. Keeton,Patrick Wiley,Garrett Zuercher",,"$65,882","$1,033,632,",
The Goonies,1985,PG,7.8,"201,741",258,428,97,114,"Adventure, Comedy, Family",English,USA,7 June 1985 (USA),Warner Bros.,Color,"Mikey Walsh and Brandon Walsh are brothers whose family is preparing to move because developers want to build a golf course in the place of their neighborhood -- unless enough money is raised to stop the construction of the golf course, and that's quite doubtful. But when Mikey stumbles upon a treasure map of the famed ""One-Eyed"" Willy's hidden fortune, Mikey, Brandon, and their friends Lawrence ""Chunk"" Cohen, Clark ""Mouth"" Devereaux, Andrea ""Andy"" Carmichael, Stefanie ""Stef"" Steinbrenner, and Richard ""Data"" Wang, calling themselves The Goonies, set out on a quest to find the treasure in hopes of saving their neighborhood. The treasure is in a cavern, but the entrance to the cavern is under the restaurant of evil thief Mama Fratelli and her sons Jake Fratelli, Francis Fratelli, and the severely disfigured Lotney ""Sloth"" Fratelli. Sloth befriends the Goonies and decides to help them.","https://ia.media-imdb.com/images/M/MV5BNGViMjJjNTUtY2IzNi00YzcyLWFjODUtMjc0NTI3YWNhNjgzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Richard Donner,"Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,Kerri Green,Martha Plimpton,Jonathan Ke Quan,John Matuszak,Robert Davi,Joe Pantoliano,Anne Ramsey,Lupe Ontiveros,Mary Ellen Trainor,Keith Walker,Curt Hanson","$19,000,000","$9,105,913","$61,503,218",
Fantastic Beasts and Where to Find Them,2016,PG-13,7.4,"300,782",256,642,419,133,"Adventure, Family, Fantasy",English,UK,18 November 2016 (USA),Heyday Films,Color,"In mid-20s New York, Newt Scamander, the British young activist wizard, arrives in town, holding a mysterious leather suitcase which shelters a wide array of diverse and magical creatures that exist among us. Amid an already fragile equilibrium of secrecy, and the increasing disasters ascribed to the dark wizard, Gellert Grindelwald, Newt's precious suitcase will be lost--and to make matters worse--several creatures will manage to escape. Before long, this situation will catch Senior Auror Percival Graves' attention who will target Newt, in the background of an invisible, devastating, and utterly unpredictable menace that still wreaks havoc on 5th Avenue. In the end, is there a hidden agenda behind Graves' intentions; moreover, what will happen to the remaining fantastic beasts still loose in the streets?","https://ia.media-imdb.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UX182_CR0,0,182,268_AL_.jpg",David Yates,"Eddie Redmayne,Sam Redford,Scott Goldman,Tim Bentinck,Tristan Tait,Colin Farrell,Tom Clarke Hill,Matthew Sim,Katherine Waterston,Samantha Morton,Dan Fogler,Ezra Miller,Faith Wood-Blagrove,Jenn Murray,Cory Peterson","$180,000,000","$74,403,387","$234,037,575","$814,037,575"
Fuller House            ,,TV-G,7.0,"18,856",282,149,23,30,"Comedy, Family",English,USA,26 February 2016 (USA),Jeff Franklin Productions,Color,"Fuller House is a spin-off series based on the hit ABC family sitcom Full House (1987-95) created and executive produced by Jeff Franklin for Netflix. D.J. Tanner-Fuller (Candace Cameron-Bure) is a recently widowed mom to a 13-year-old named Jackson (Michael Campion), 7-year-old named Max (Elias Harger), and a newborn son named Tommy (Fox and Dashiell Messitt). After realizing she is unable to cope with the demands of holding a full time job as a veterinarian in addition to raising three kids, her sister Stephanie (Jodie Sweetin) and childhood best friend Kimmy (Andrea Barber), who is also the mother of a 13-year-old daughter (Soni Bringas), offer to move in to bring up her children.","https://ia.media-imdb.com/images/M/MV5BMjAxMzU5MzA0MF5BMl5BanBnXkFtZTgwODgyOTg1MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Jeff Franklin,"Candace Cameron Bure,Jodie Sweetin,Andrea Barber,Michael Campion,Elias Harger,Soni Bringas,Dashiell Messitt,Fox Messitt,Juan Pablo Di Pace,Scott Weinger,John Brotherton",,,,
Full House            ,,TV-G,6.7,"46,145",276,305,17,22,"Comedy, Drama, Family",English,USA,1987 (USA),Jeff Franklin Productions,Color,"This is a story about a sports broadcaster later turned morning talk show host Danny Tanner and his three little girls, D.J. (Donna Jo), Stephanie and Michelle Tanner. Before the show begins, Danny Tanner's wife is killed by a drunk driver. So he needs help raising his three little girls. He asks his rock musician brother-in-law, Jesse Katsopolis, and his comedian best friend, Joey Gladstone, to move in with them. As the show goes on, Jesse gets married to Rebecca Donaldson, Danny's co host of the talk show. The two have kids of their own, who are twins, Alexander and Nicholas Katsopolis. However, the show is about what happens as the story is going on.","https://ia.media-imdb.com/images/M/MV5BN2VhZjA4ZGMtMTM0ZC00MTIyLWFjMzMtOWI4Y2JjN2IyNmYyXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_UY268_CR0,0,182,268_AL_.jpg",Jeff Franklin,"John Stamos,Dave Coulier,Candace Cameron Bure,Jodie Sweetin,Mary-Kate Olsen,Ashley Olsen,Bob Saget,Lori Loughlin,Andrea Barber",,,,
