title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Into the Wild,2007,R,8.1,"493,632",594,806,234,148,"Adventure, Biography, Drama",English,USA,19 October 2007 (USA),Paramount Vantage,Color,"Based on a true story. After graduating from Emory University, Christopher McCandless abandoned his possessions, gave his entire savings account to charity, and hitchhiked to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters who shape his life.","https://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Sean Penn,"Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Catherine Keener,Vince Vaughn,Kristen Stewart,Hal Holbrook,Jim Gallien,James O'Neill,Malinda McCollum,Paul Knauls,Zach Galifianakis,Craig Mutsch","$15,000,000","$212,440","$18,352,454,",
The Sound of Music,1965,G,8.0,"168,561",585,417,129,172,"Biography, Drama, Family, Musical, Romance",English,USA,29 March 1965 (UK),Robert Wise Productions,Color,"In 1930's Austria, a young woman named Maria is failing miserably in her attempts to become a nun. When the Navy captain Georg Von Trapp writes to the convent asking for a governess that can handle his seven mischievous children, Maria is given the job. The Captain's wife is dead, and he is often away, and runs the household as strictly as he does the ships he sails on. The children are unhappy and resentful of the governesses that their father keeps hiring, and have managed to run each of them off one by one. When Maria arrives, she is initially met with the same hostility, but her kindness, understanding, and sense of fun soon draws them to her and brings some much-needed joy into all their lives -- including the Captain's. Eventually he and Maria find themselves falling in love, even though Georg is already engaged to a Baroness and Maria is still a postulant. The romance makes them both start questioning the decisions they have made. Their personal conflicts soon become ...","https://ia.media-imdb.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",Robert Wise,"Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn,Peggy Wood,Charmian Carr,Heather Menzies-Urich,Nicholas Hammond,Duane Chase,Angela Cartwright,Debbie Turner,Kym Karath,Anna Lee,Portia Nelson,Ben Wright","$8,200,000",,"$163,214,286","$286,214,286"
The Imitation Game,2014,PG-13,8.0,"572,798",563,679,468,114,"Biography, Drama, History, Thriller, War",English,USA,25 December 2014 (USA),Black Bear Pictures,Color,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","https://ia.media-imdb.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech,Matthew Beard,Charles Dance,Mark Strong,James Northcote,Tom Goodman-Hill,Steven Waddington,Ilan Goodman,Jack Tarlton,Alex Lawther,Jack Bannon","$14,000,000","$479,352","$91,125,683","$227,774,226"
Professor Marston and the Wonder Women,2017,R,7.1,"10,607",561,72,115,108,"Biography, Drama",English,USA,13 October 2017 (USA),Opposite Field Pictures,Color,"Details the unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941. Marston was in a polyamorous relationship with his wife Elizabeth, a psychologist and inventor in her own right, and Olive Byrne, a former student who became an academic. This relationship was key to the creation of Wonder Woman, as Elizabeth and Olive's feminist ideals were ingrained in the character from her creation. Marston died of skin cancer in 1947, but Elizabeth and Olive remained a couple and raised their and Marston's children together. The film is said to focus on how Marston dealt with the controversy surrounding Wonder Woman's creation.","https://ia.media-imdb.com/images/M/MV5BMTcyMTQzMDIwNl5BMl5BanBnXkFtZTgwMTY1NjgzMzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Angela Robinson,"Luke Evans,Rebecca Hall,Bella Heathcote,Connie Britton,Monica Giordano,JJ Feild,Chris Conroy,Oliver Platt,Maggie Castle,Alexa Havins,Sharon Kubo,Allie Gallerani,Christopher Jon Gombos,Forry Buckingham,Stacy Fischer",,"$736,883","$1,584,759,",
Jungle,2017,R,6.7,"25,683",541,77,77,115,"Action, Adventure, Biography, Drama, Thriller",English,Australia,20 October 2017 (USA),Babber Films,Color,"In the pursuit of self-discovery and authentic experiences, the Israeli backpacker, Yossi Ghinsberg, meets a cryptic Austrian geologist in La Paz, Bolivia, and captivated by his engrossing stories of lost tribes, uncharted adventures and even gold, decides to follow him, circa 1981. Without delay and accompanied by the good friends, Kevin, an American photographer, and Marcus, a Swiss teacher, they join an expedition led by their seasoned trail-leader, deep into the emerald and impenetrable Amazonian rainforest. However, as the endless and inhospitable jungle separates the inexperienced team, before long, Yossi will find himself stranded in the depths of a nightmarish environment crawling with formidable and tireless adversaries. How can one escape this green maze?","https://ia.media-imdb.com/images/M/MV5BNDE4OTk4MTk0M15BMl5BanBnXkFtZTgwODQ4MTg0MzI@._V1_UY268_CR4,0,182,268_AL_.jpg",Greg McLean,"Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Yasmin Kassim,Lily Sullivan,John Bluthal,Joel Jackson,Jacek Koman,Natasha Pruchniewicz,Luis Jose Lopez,Angie Milliken,Paris Moletti,Joey Vieira,Lucho Velasco,Claire Jones",,,,
Catch Me If You Can,2002,PG-13,8.1,"650,571",530,701,207,141,"Biography, Crime, Drama",English,USA,25 December 2002 (USA),DreamWorks,Color,"New Rochelle, the 1960s. High schooler Frank Abagnale Jr. idolizes his father, who's in trouble with the IRS. When his parents separate, Frank runs away to Manhattan with $25 in his checking account, vowing to regain dad's losses and get his parents back together. Just a few years later, the FBI tracks him down in France; he's extradited, tried, and jailed for passing more than $4,000,000 in bad checks. Along the way, he's posed as a Pan Am pilot, a pediatrician, and an attorney. And, from nearly the beginning of this life of crime, he's been pursued by a dour FBI agent, Carl Hanratty. What starts as cat and mouse becomes something akin to father and son.","https://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX182_CR0,0,182,268_AL_.jpg",Steven Spielberg,"Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin,Chris Ellis,John Finn,Jennifer Garner,Nancy Lenehan,Ellen Pompeo","$52,000,000","$30,082,000","$164,615,351","$352,114,312"
The Lost City of Z,2016,PG-13,6.6,"55,622",501,182,263,141,"Adventure, Biography, Drama, History",English,USA,21 April 2017 (USA),Keep Your Head,Color,"The Lost City of Z tells the incredible true story of British explorer Percy Fawcett, who journeys into the Amazon at the dawn of the 20th century and discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment who regard indigenous populations as ""savages,"" the determined Fawcett - supported by his devoted wife, son and aide de camp returns time and again to his beloved jungle in an attempt to prove his case, culminating in his mysterious disappearance in 1925.","https://ia.media-imdb.com/images/M/MV5BMjQzNTk3MTkyNF5BMl5BanBnXkFtZTgwMDA2MDQzMTI@._V1_UX182_CR0,0,182,268_AL_.jpg",James Gray,"Charlie Hunnam,Robert Pattinson,Sienna Miller,Tom Holland,Edward Ashley,Angus Macfadyen,Ian McDiarmid,Clive Francis,Pedro Coello,Matthew Sunderland,Johann Myers,Aleksandar Jovanovic,Elena Solovey,Bobby Smalldridge,Tom Mulheron","$30,000,000","$112,633","$8,580,410","$17,509,437"
The Big Short,2015,R,7.8,"279,048",480,433,455,130,"Biography, Comedy, Drama, History",English,USA,23 December 2015 (USA),Plan B Entertainment,Color,"Three separate but parallel stories of the U.S mortgage housing crisis of 2005 are told. Michael Burry, an eccentric ex-physician turned one-eyed Scion Capital hedge fund manager, has traded traditional office attire for shorts, bare feet and a Supercuts haircut. He believes that the US housing market is built on a bubble that will burst within the next few years. Autonomy within the company allows Burry to do largely as he pleases, so Burry proceeds to bet against the housing market with the banks, who are more than happy to accept his proposal for something that has never happened in American history. The banks believe that Burry is a crackpot and therefore are confident in that they will win the deal. Jared Vennett with Deutschebank gets wind of what Burry is doing and, as an investor believes he too can cash in on Burry's beliefs. An errant telephone call to FrontPoint Partners gets this information into the hands of Mark Baum, an idealist who is fed up with the corruption in the ...","https://ia.media-imdb.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",Adam McKay,"Ryan Gosling,Rudy Eisenzopf,Casey Groves,Charlie Talbert,Harold Gervais,Maria Frangos,Christian Bale,Hunter Burke,Bernard Hocke,Shauna Rappold,Brandon Stacy,Aiden Flowers,Peter Epstein,Anthony Marble,Silas Cooper","$28,000,000","$705,527","$70,259,870","$133,346,506"
Battle of the Sexes,2017,PG-13,6.8,"29,788",467,134,258,121,"Biography, Comedy, Drama, Sport",English,UK,29 September 2017 (USA),Cloud Eight Films,Color,"In the wake of the sexual revolution and the rise of the women's movement, the 1973 tennis match between women's world champion","https://ia.media-imdb.com/images/M/MV5BZTljYmU2NTMtODhhNC00NjlhLWJhZTUtNDllODYyYWM4ZjA5XkEyXkFqcGdeQXVyNjM0ODk5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",Jonathan Dayton,"Emma Stone,Steve Carell,Andrea Riseborough,Natalie Morales,Sarah Silverman,Bill Pullman,Alan Cumming,Elisabeth Shue,Eric Christian Olsen,Fred Armisen,Martha MacIsaac,Lauren Kline,Mickey Sumner,Fidan Manashirova,Jessica McNamee",,"$515,450","$12,638,526,",
The Theory of Everything,2014,PG-13,7.7,"329,807",464,420,420,123,"Biography, Drama, Romance",English,UK,26 November 2014 (USA),Working Title Films,Color,"The Theory of Everything is the story of the most brilliant and celebrated physicist of our time, Stephen Hawking, and Jane Wilde the arts student he fell in love with whilst studying at Cambridge in the 1960s. Little was expected from Stephen Hawking, a bright but shiftless student of cosmology, given just two years to live following the diagnosis of a fatal illness at 21 years of age. He became galvanized, however, by the love of fellow Cambridge student, Jane Wilde, and he went on to be called the successor to Einstein, as well as a husband and father to their three children. Over the course of their marriage as Stephen's body collapsed and his academic renown soared, fault lines were exposed that tested the lineaments of their relationship and dramatically altered the course of both of their lives.","https://ia.media-imdb.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX182_CR0,0,182,268_AL_.jpg",James Marsh,"Eddie Redmayne,Felicity Jones,Tom Prior,Sophie Perry,Finlay Wright-Stephens,Harry Lloyd,Alice Orr-Ewing,David Thewlis,Thomas Morrison,Michael Marcus,Gruffudd Glyn,Paul Longley,Emily Watson,Guy Oliver-Watts,Simon McBurney","$15,000,000","$208,763","$35,893,537","$123,726,688"
The Durrells in Corfu            ,,TV-PG,7.9,"3,214",398,52,4,46,"Biography, Comedy, Drama, Romance",English,UK,16 October 2016 (USA),Sid Gentle Films,,"Set in 1935 when the Englishwoman Louisa Durrell, whose life had fallen apart, decided to move from Bournemouth to the Greek island of Corfu. Her husband had died some years earlier and she has financial problems, when she suddenly announces that she and her four children will move to the island and a Homeric battle ensues as the family adapt to life on the island, especially when they discover that Corfu does not even have electricity at that time. But it is cheap, an earthly paradise and the Durrell family make the big step that will change their lives.","https://ia.media-imdb.com/images/M/MV5BMzg4NDlkNDgtZTc1ZC00MTJmLWIyYTctOTUyZGVmZDdkZTMxXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg",Anna Savva,"Anna Savva,Keeley Hawes,Josh O'Connor,Milo Parker,Daisy Waterstone,Callum Woodhouse,Alexis Georgoulis,Yorgos Karamihos,Lucy Black,Ulric von der Esch",,,,
Alias Grace            ,,TV-MA,7.9,"12,299",395,33,22,60,"Biography, Crime, Drama, Thriller",English,Canada,3 November 2017 (USA),Halfire Entertainment,Color,"Grace Marks was a poor, young Irish immigrant and domestic servant in Upper Canada and, along with a stable hand, was convicted of the brutal murders of their employer and his housekeeper in 1843. Grace was sentenced to life imprisonment, and became one of the most enigmatic and notorious women of 1840s Canada for her supposed role in the sensational double murder. Eventually exonerated after 30 years in jail, her conviction was controversial and sparked much debate about whether she was involved in the murder, or was merely an unwitting accessory.","https://ia.media-imdb.com/images/M/MV5BMjI4OTI1NTkwNV5BMl5BanBnXkFtZTgwMDc0ODc0MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Sarah Gadon,"Sarah Gadon,Edward Holcroft,Rebecca Liddiard,Zachary Levi,Kerr Logan,David Cronenberg,Paul Gross,Anna Paquin,Sarah Manninen,Stephen Joffe,John Tench,Jonathan Koensgen,Alice Snaden,Elizabeth Saunders,Martha Burns,Will Bowes,Jonathan Goad,Mag Ruffman,Claire Armstrong,Samantha Weinstein,Diane D'Aquila,Kate Ross,Michael Therriault,Christian Smith,Sylvia Zuk,Scott Edgecombe,Evan Sabba,John Mallett,Kyle Cameron,Alden Adair,Dylan Trowbridge,Laila Kharouba",,,,
Hidden Figures,2016,PG,7.8,"147,135",394,382,398,127,"Biography, Drama, History",English,USA,6 January 2017 (USA),Fox 2000 Pictures,Color,"As the United States raced against Russia to put a man in space, NASA found untapped talent in a group of African-American female mathematicians that served as the brains behind one of the greatest operations in U.S. history. Based on the unbelievably true life stories of three of these women, known as ""human computers"", we follow these women as they quickly rose the ranks of NASA alongside many of history's greatest minds specifically tasked with calculating the momentous launch of astronaut John Glenn into orbit, and guaranteeing his safe return. Dorothy Vaughan, Mary Jackson, and Katherine Johnson crossed all gender, race, and professional lines while their brilliance and desire to dream big, beyond anything ever accomplished before by the human race, firmly cemented them in U.S. history as true American heroes.","https://ia.media-imdb.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",Theodore Melfi,"Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,Kirsten Dunst,Jim Parsons,Mahershala Ali,Aldis Hodge,Glen Powell,Kimberly Quinn,Olek Krupa,Kurt Krause,Ken Strunk,Lidya Jewett,Donna Biscoe","$25,000,000","$515,499","$169,387,004","$234,874,979"
Ash vs Evil Dead            ,,TV-MA,8.5,"48,916",108,163,58,30,"Action, Comedy, Fantasy, Horror",,,31 October 2015 (USA),Renaissance Pictures,,"Thirty years after the events of Evil Dead, Ash is a loner, living a dull existence, still not able to come to grips with the events that started at the cabin. In the event of a Deadite invasion, Ash must attach his chainsaw and pick up his trusty boomstick one more time, all while finally coming to terms with his past.","https://ia.media-imdb.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Ivan Raimi,"Bruce Campbell,Ray Santiago,Dana DeLorenzo,Lucy Lawless",,,,
Outlander            ,,TV-MA,8.5,"76,607",89,238,33,64,"Drama, Fantasy, Romance",English,USA,9 August 2014 (USA),Tall Ship Productions,Color,"Follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world in which her life is threatened. When she is forced to marry Jamie Fraser, a chivalrous and romantic young Scottish warrior, a passionate relationship is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","https://ia.media-imdb.com/images/M/MV5BMTEwMDUyMzgyNDVeQTJeQWpwZ15BbWU4MDQ3ODU3ODIy._V1_UX182_CR0,0,182,268_AL_.jpg",Ronald D. Moore,"Caitriona Balfe,Sam Heughan,Duncan Lacroix,Tobias Menzies,Grant O'Rourke",,,,
The Originals            ,,TV-14,8.3,"93,277",85,136,26,45,"Drama, Fantasy, Horror, Mystery",English,USA,3 October 2013 (USA),Bonanza Productions,Color,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus (Joseph Morgan), Elijah (Daniel Gillies), and Rebekah (Claire Holt). Now Klaus must take down his protégé, Marcel (Charles Michael Davis), who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid (part vampire, part werewolf) and a werewolf (Hayley).","https://ia.media-imdb.com/images/M/MV5BMzM0NDI4Mjc5OV5BMl5BanBnXkFtZTgwMjgxNzEzNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Julie Plec,"Joseph Morgan,Daniel Gillies,Phoebe Tonkin,Charles Michael Davis,Yusuf Gatewood,Danielle Campbell,Leah Pipes,Riley Voelkel,Steven Krueger,Claire Holt",,,,
The Vampire Diaries            ,,TV-14,7.8,"247,569",81,347,59,43,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",English,USA,10 September 2009 (USA),Alloy Entertainment,Color,"The vampire brothers Damon and Stefan Salvatore, eternal adolescents, having been leading ""normal"" lives, hiding their bloodthirsty condition, for centuries, moving on before their non-aging is noticed. They are back in the Virginia town where they became vampires. Stefan is noble, denying himself blood to avoid killing, and tries to control his evil brother Damon, who promised to Stefan an eternity of misery. Stefan falls in love with schoolgirl Elena, who has an uncanny resemblance to the Salvatore brothers old love, Katherine; and whose best friend Bonnie is a witch.","https://ia.media-imdb.com/images/M/MV5BMDU3MDBkMGMtMmNmNi00ZGExLTk1YTQtZjVjMjEyZGM3ZWY3XkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UY268_CR3,0,182,268_AL_.jpg",Julie Plec,"Paul Wesley,Ian Somerhalder,Kat Graham,Candice King,Zach Roerig,Michael Trevino,Nina Dobrev,Steven R. McQueen,Matthew Davis,Michael Malarkey",,,,
The Magicians            ,,TV-14,7.5,"29,576",65,167,20,60,"Drama, Fantasy",English,USA,16 December 2015 (USA),Groundswell Productions,Color,"After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real and more dangerous than they ever imagined. But will getting hooked on the thrill of magic distract them from honing their powers when they need them most?","https://ia.media-imdb.com/images/M/MV5BNDUxZmFjNTEtYTM2Ny00YTUyLWEyOWYtNjRmN2I2ZTVjYzQ3XkEyXkFqcGdeQXVyODI5Njk4Nzk@._V1_UY268_CR0,0,182,268_AL_.jpg",Jason Ralph,"Jason Ralph,Stella Maeve,Hale Appleman,Arjun Gupta,Summer Bishil,Olivia Taylor Dudley,Jade Tailor,Brittany Curran,Rick Worthy,Rizwan Manji",,,,
Despicable Me,2010,PG,7.7,"435,416",456,311,313,95,"Animation, Adventure, Comedy, Family, Fantasy",English,USA,9 July 2010 (USA),Universal Pictures,Color,"In a happy suburban neighborhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbors, hidden beneath this home is a vast secret hideout. Surrounded by a small army of minions, we discover Gru, planning the biggest heist in the history of the world. He is going to steal the moon. (Yes, the moon!) Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze rays, and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential Dad. The world's greatest villain has just met his greatest challenge: three little girls named Margo, Edith and Agnes.","https://ia.media-imdb.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Pierre Coffin,"Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling","$69,000,000","$56,397,125","$251,513,985,","$543,113,985,"
Finding Nemo,2003,G,8.1,"806,209",454,892,307,100,"Animation, Adventure, Comedy, Family, Fantasy",English,USA,30 May 2003 (USA),Pixar Animation Studios,Color,"A clown fish named Marlin lives in the Great Barrier Reef loses his son, Nemo. After he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. So, while Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are doing this, Nemo and the other sea animals in the dentist's fish tank plot a way to return to Sydney Harbour to live their lives free again.","https://ia.media-imdb.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_UY268_CR1,0,182,268_AL_.jpg",Andrew Stanton,"Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Austin Pendleton,Stephen Root,Vicki Lewis,Joe Ranft,Geoffrey Rush,Andrew Stanton,Elizabeth Perkins,Nicholas Bird,Bob Peterson","$94,000,000","$70,251,710","$380,843,261","$936,743,261"
Steven Universe            ,,TV-PG,8.4,"17,198",408,126,12,11,"Animation, Action, Comedy, Family, Fantasy",English,USA,27 July 2013 (USA),Cartoon Network Studios,Color,"This series is set in the fictional Beach City, where ageless alien warriors, the Crystal Gems, live in an ancient beachside temple, protecting the world from evil. They project female humanoid forms from magical gemstones that are the core of their being. The Crystal Gems are Garnet, Amethyst, Pearl and Steven, a young half-human, half-Gem boy who inherited his gemstone from his mother, the Gems' former leader Rose Quartz. As Steven tries to figure out his powers, he spends his days with his human father Greg, his friend Connie, other people in Beach City, or the other Gems, whether to help them save the world or just to hang out. He explores the abilities passed down to him by his mother, which include fusion (the ability of Gems to merge their identities and bodies to form a new and more powerful personality).","https://ia.media-imdb.com/images/M/MV5BNTNjMTM1YWYtZWQ3Yy00OGI1LWEyZjUtYTk3OTk5NGIxMzIyXkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",Rebecca Sugar,"Zach Callison,Deedee Magno,Michaela Dietz,Estelle",,,,
Star Wars: Rebels            ,,TV-Y7,8.0,"19,521",400,106,35,22,"Animation, Action, Adventure, Sci-Fi",English,USA,26 September 2014 (USA),CGCG Inc. (I),Color,"An animated TV series set between the events of Episode III and IV, Star Wars Rebels takes place in a time where the Empire is securing its grip on the galaxy and hunting down the last of the Jedi Knights as a fledgling rebellion against the Empire is taking shape.","https://ia.media-imdb.com/images/M/MV5BY2Q1ZTAzNzMtMzlmNy00NjdjLThhYjgtMzgxN2ZkYmFhMDIwXkEyXkFqcGdeQXVyMjg5NDMwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Simon Kinberg,"Taylor Gray,Dave Filoni,Vanessa Marshall,Freddie Prinze Jr.,Steve Blum,Tiya Sircar,Dee Bradley Baker,David Oyelowo",,,,
Spider-Man: Into the Spider-Verse,2018,",",,,420,,,,"Animation, Action, Sci-Fi",English,USA,14 December 2018 (USA),Columbia Pictures,,Plot kept under wraps.,"https://ia.media-imdb.com/images/M/MV5BY2EyMDg4N2ItYmRiNy00Y2JkLTgwOWItMzAxZWJjZTQ2MzQ1XkEyXkFqcGdeQXVyNjYzNzc2MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",Bob Persichetti,"Liev Schreiber,Mahershala Ali,Brian Tyree Henry,Shameik Moore,Nick Jaine,Muneeb Rehman,Melanie Haynes",,,,
Mulan,1998,G,7.6,"202,758",417,235,148,88,"Animation, Adventure, Family, Fantasy, Musical, War",English,USA,19 June 1998 (USA),Walt Disney Feature Animation Florida,Color,"This retelling of the old Chinese folktale is about the story of a young Chinese maiden who learns that her weakened and lame father is to be called up into the army in order to fight the invading Huns. Knowing that he would never survive the rigours of war in his state, she decides to disguise herself and join in his place. Unknown to her, her ancestors are aware of this and to prevent it, they order a tiny disgraced dragon, Mushu to join her in order to force her to abandon her plan. He agrees, but when he meets Mulan, he learns that she cannot be dissuaded and so decides to help her in the perilous times ahead.","https://ia.media-imdb.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Tony Bancroft,"Miguel Ferrer,Harvey Fierstein,Freda Foh Shen,June Foray,James Hong,Miriam Margolyes,Pat Morita,Eddie Murphy,Marni Nixon,Soon-Tek Oh,Donny Osmond,Lea Salonga,James Shigeta,George Takei,Jerry Tondo","$90,000,000","$22,745,143","$120,620,254","$304,320,254"
Gravity Falls            ,,TV-Y7,8.9,"40,607",377,99,6,23,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",English,USA,15 June 2012 (USA),Disney Television Animation,Color,"When Dipper and Mabel Pines get sent to their great-uncle Stan's shop in Gravity Falls, Oregon for the summer, they think it will be boring. But when Dipper find a strange journal in the woods, they learn about some strange secrets about the town. Welcome to Gravity Falls. Just north of Normal, west of Weird.","https://ia.media-imdb.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx._V1_UX182_CR0,0,182,268_AL_.jpg",Alex Hirsch,"Jason Ritter,Alex Hirsch,Kristen Schaal,Linda Cardellini,Kevin Michael Richardson,Matt Chapman,Kari Wahlgren,John DiMaggio",,,,
Toy Story,1995,G,8.3,"728,649",388,434,172,81,"Animation, Adventure, Comedy, Family, Fantasy",English,USA,22 November 1995 (USA),Pixar Animation Studios,Color,"A little boy named Andy loves to be in his room, playing with his toys, especially his doll named ""Woody"". But, what do the toys do when Andy is not with them, they come to life. Woody believes that he has life (as a toy) good. However, he must worry about Andy's family moving, and what Woody does not know is about Andy's birthday party. Woody does not realize that Andy's mother gave him an action figure known as Buzz Lightyear, who does not believe that he is a toy, and quickly becomes Andy's new favorite toy. Woody, who is now consumed with jealousy, tries to get rid of Buzz. Then, both Woody and Buzz are now lost. They must find a way to get back to Andy before he moves without them, but they will have to pass through a ruthless toy killer, Sid Phillips.","https://ia.media-imdb.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",John Lasseter,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Erik von Detten,Laurie Metcalf,R. Lee Ermey,Sarah Freeman,Penn Jillette,Jack Angel,Spencer Aste","$30,000,000","$29,140,617","$191,796,233","$373,554,033"
